general_skill,technology_skill,soft_skill,language
"Programming,Math,Algorithm, Computer system, Build platform, Analytics, Maintaining, Design System, Algorithm, Unit test, Code convention,Image processing, Statistics, Administration,NLP, Build platform, Visualization,Computer Science,Marketing, Statistics,Applied Statistics","Java, R, Python, C++, Scala, pandas, numpy, sklearn,  dplyr, ggplot, MATLAB, SQL, MySQL, postgreSQL, NoSQL, SSMS, SQL Server Management Studio, json, GeoJSON, ECS, Elastic Container Service,  AWS, amazon web services, RDS, Relational Database Service, GCP, google cloud platform, caret, MongoDB, Cassandra, Hbase, Spark, NodeJS, Go, Hadoop, Flink, Redis, ReditMQ, Oozie, Akka, Go channel,  MicroServices, Kaggle,  Julia, Flume,Clojure, MapReduce , Azure, scikit-learn, Gensim, Spark Mllib, TensorFlow, Keras, Caffe, Theano, PyTorch, MXNet.Solid, ULMFiT, ELMo, BERT, Bidirectional Encoder Representations from Transformers, Gensim, SpaCy, NLTK, Natural Language Toolkit, Redshift, BigQuery, Dataproc, Airflow, Perl, XML, Extensible Markup Language, REST APIs, Web Front-end, Unix, Linux, Git, SVN, Subversion, Puppet, Chef, Ansible, SaltStack, IP network, system integration, SDN, Software-defined networking, bash shell scripts, HDFS, Hadoop Distributed File System, RabbitMQ, Mahout, SparkML, H2O, Cloudera, Horton, Oracle, Excel VBA, Visual Basic, Excel, SPSS, Statistical Product and Services Solutions, SAS, DBMS, Database Management System, BI, Business Intelligence, Nifi, EMR, Lambda, Redshift, MQs, S3, Kinesis, Docker, Kubernetes, RETS/RESO APIs, GIS, Geographic Information System, OpenStreetMap, OpenAddresses, Apache Spark Elastic Search,Cloud","Teamwork, Problem solving,Work under pressure, self-study, research, Work independently, Team management,Communications","English,Japanese, German, French"
